created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness,text,statement_about_future,
2017-11-21 19:17:04+00:00,933051654198497282,-123.11934000000001,49.249660000000006,Global stance,-0.40320253372192383,believer,male,1.2373155,not aggressive,#vancouvernews with ctvvancouver: rt bhindersajan: he says 100 years from now legislators will be judged on their r… LINK,y,
2017-11-22 11:14:20+00:00,933292557370408960,,,Significance of Pollution Awareness Events,-0.6437999338653353,believer,male,,not aggressive,"if trees could scream, would we be so cavalier about cutting them down? LINK #climatechange… LINK",n,
2017-11-23 01:28:54+00:00,933507619901378560,,,Significance of Pollution Awareness Events,0.5201621353626251,believer,male,,not aggressive,"rt USER_REF: #climatechange will be one of the many things the next generation inherit from us, in the only planet that is currently kn…",y,
2017-11-24 00:47:48+00:00,933859664101441536,,,Undefined / One Word Hashtags,0.33330730063915254,believer,female,,aggressive,large-scale #renewableenergy #technology to combat #climatechange for the sake of current and future generations:… LINK,n,
2017-11-24 09:56:24+00:00,933997722687848448,144.96331999999995,-37.814,Politics,-0.32698308632373807,believer,male,7.61424,not aggressive,rt USER_REF: a reminder that unchecked climate change will be disastrous across qld. vote or preference USER_REF . lnp and onenation…,y,
2017-11-27 19:08:51+00:00,935223915432984576,,,Global stance,-0.2575192426204681,believer,female,,aggressive,in 1940 us gdp was $100 billion; now=$20 trillion with debt about the same=inflation of some 20k % in 75 years and… LINK,n,
2017-11-30 23:59:52+00:00,936384314396196864,-122.9543022,50.1171903,Global stance,-0.07841920735836025,believer,male,3.8416605,not aggressive,trying to figure out how building more oil pipelines is going to help curb #climatechange. please explain again USER_REF #bcpoli,n,
2017-12-01 08:49:47+00:00,936517674351259648,,,Donald Trump versus Science,0.443715704536438,denier,male,,not aggressive,USER_REF USER_REF what were best climate change computer models predicting for 2017  10 years agocheck with tim our abc,n,
2017-12-01 16:58:00+00:00,936640538211528704,,,Importance of Human Intervantion,0.8046597327947617,believer,female,,not aggressive,high-traffic alert. i'm going to be participating in the twitter chat organized by USER_REF on cities who are lea… LINK,y,
2017-12-05 21:16:40+00:00,938155185603452929,-122.27275000000002,37.87159000000001,Impact of Resource Overconsumption,-0.33520449595451357,believer,male,1.712627,not aggressive,just flew over the ventura wildfires. this could be a regular occurrence with the onset of climate change. we must… LINK,y,
2017-12-07 23:04:37+00:00,938907127879528449,0.7125173,52.24603670000001,Global stance,0.08182104249000549,believer,male,2.352359,not aggressive,"yep, carbon credits could help solve climate change, perhaps if we had to pay for them.... see USER_REF… LINK",y,
2017-12-09 01:37:03+00:00,939307875725320194,,,Global stance,-0.35822284453445014,neutral,undefined,,not aggressive,USER_REF it will be all down to climate change in the morning.,y,
2017-12-11 08:19:48+00:00,940134004702953473,,,Weather Extremes,-0.028128360986709594,believer,male,,aggressive,USER_REF USER_REF USER_REF maybe plimer could turn his massive intellect to sorting out the nexus between qu… LINK,n,
2017-12-18 20:14:13+00:00,942850510197018625,,,Global stance,-0.717928234744072,believer,female,,not aggressive,"computers say climate change will be worse than we thought, again (and again) LINK",y,
2017-12-22 04:08:21+00:00,944056994926874624,-78.89862000000001,35.99403,Politics,0.3017607995271683,believer,male,2.5006242000000003,not aggressive,rt USER_REF: no challenge poses a greater threat to future generations than climate change. -president obama LINK,y,
2017-12-22 09:53:57+00:00,944143966009724928,,,Significance of Pollution Awareness Events,-0.38637611713409425,believer,male,,not aggressive,cause  effect - devastating #climatechange could lead to 1m migrants a year entering eu by 2100… LINK,y,
2017-12-28 00:42:25+00:00,946179496742477825,,,Weather Extremes,-0.7120689362049103,believer,male,,not aggressive,"rt USER_REF: man, if global warming gets any worse, we're all going to freeze to death! LINK",y,
2017-12-28 15:35:19+00:00,946404201856413696,-94.74049000000001,32.5007,Weather Extremes,0.00787612795829773,believer,male,-5.355325,aggressive,#megadisasters #devastated #america this year. they're going to #getworse. LINK via USER_REF… LINK,y,
2017-12-29 04:59:00+00:00,946606453644603392,,,Politics,-0.44347346172332763,neutral,female,,aggressive,trump says east could use some global warmingLINK,n,
2017-12-29 05:30:48+00:00,946614455604994049,,,Donald Trump versus Science,-0.37615257501602173,denier,male,,aggressive,"USER_REF remember back in 2005, when we were going to have 1 or 2  hurricane katrinas every year because of clima… LINK",n,
2017-12-30 09:10:05+00:00,947032029010579461,,,Politics,-0.3223369282007217,believer,male,,aggressive,USER_REF USER_REF you know. maybe it would be a really good idea to prohibit future presidents from ch… LINK,n,
2017-12-31 00:43:37+00:00,947266961641263104,,,Donald Trump versus Science,-0.43700707302093506,neutral,male,,not aggressive,trump: us 'could use a bit of global warming' LINK,n,
2018-01-03 02:29:35+00:00,948380791570014208,,,Donald Trump versus Science,0.6383991217136383,believer,female,,not aggressive,"rt USER_REF: 2017 was the hottest year on record without an el niño, thanks to global warming. climate scientists predicted the rapid ris…",n,
2018-01-04 15:48:13+00:00,948944161813815296,18.0710935,59.325117199999994,Seriousness of Gas Emissions,0.5682228058576584,believer,male,4.787737,not aggressive,"rt USER_REF: scientists find evidence of rapid #climatechange in the arctic- these changes,  could also be delivering more nutrients,…",y,
2018-01-07 06:38:13+00:00,949892914229817345,,,Weather Extremes,-0.7009458504915237,believer,undefined,,not aggressive,USER_REF try not to take on the whole global warming doom. media  individuals say stuff about future but no one… LINK,n,
2018-01-07 14:03:23+00:00,950004944668692480,,,Undefined / One Word Hashtags,0.06140088059902194,believer,male,,not aggressive,who. rising sea levels increase the risk of coastal flooding and could cause population displacement.… LINK,y,
2018-01-08 11:32:57+00:00,950329475455053827,,,Weather Extremes,0.34275968871116635,believer,male,,not aggressive,"rt USER_REF: people don't realize how relentless global warming will be. kevin trenberth: co2 lasts 100's yrs, continuing to heat up t…",y,
2018-01-10 10:54:33+00:00,951044584028672000,,,Global stance,-0.01563789074420929,believer,female,,not aggressive,"rt USER_REF: cost of climate change adaptation could destabilise african countries, un warns LINK",y,
2018-01-15 08:19:37+00:00,952817534251814912,,,Undefined / One Word Hashtags,0.46481693061915313,neutral,undefined,,not aggressive,rt USER_REF: 2050 life investments ex-ceo jose lindo will be climatecoin's new chief officer. #crypto #climateaction #climatechange…,y,
2018-01-22 10:19:30+00:00,955384420009066496,148.16438000000002,-33.89549,Global stance,-0.9104185409307479,believer,male,5.6981077,not aggressive,USER_REF USER_REF one could add debt and deficit disaster and climate change is crap.,n,
2018-01-26 16:23:32+00:00,956925583346331650,-95.3676974,29.7589382,Donald Trump versus Science,-0.7857462560892106,denier,female,1.9716289,not aggressive,USER_REF USER_REF then there will be no dooms day.. because the clock has moved 30 seconds ahead of all the… LINK,y,
2018-01-27 17:39:31+00:00,957307094868295686,36.826061224105075,-1.30316895,Politics,-0.02081107413768768,believer,male,0.5858188,not aggressive,rt USER_REF: no challenge poses a greater threat to future generations than climate change. -president obama LINK,y,
2018-01-30 20:50:44+00:00,958442379383590912,16.372504199999998,48.208353699999996,Donald Trump versus Science,-0.20444034292697902,believer,male,5.643497,not aggressive,theory:why is USER_REF going to mars? cause he knows climate change  doesnt expect most of humanity to help: a)selection b)second chance.,y,
2018-01-31 12:25:11+00:00,958677540171911168,32.581353899999996,0.31771370000000004,Global stance,-0.2732027091503143,believer,male,0.5705101,not aggressive,"rt USER_REF: with alarming predictions that hotter, drier weather caused by climate change could devastate #african #maize production, l…",y,
2018-01-31 14:10:16+00:00,958703983165665281,,,Global stance,-0.4147546700080236,believer,male,,not aggressive,finding cold water organisms to seed into mars' ocean will be hard if climate change renders them extinct. it might… LINK,y,
2018-02-01 18:40:27+00:00,959134365899993088,-122.80378,45.4871723,Global stance,0.45628485083580017,believer,female,1.6064954,not aggressive,rt USER_REF: hey bio people i need to talk to a person about what kinds of animals might thrive/be around more with climate change (t…,n,
2018-02-01 22:12:30+00:00,959187729421602817,,,Importance of Human Intervantion,0.7410300007343292,believer,male,,not aggressive,"tomorrow night at drapers lounge from 6-8:30pm, for our climate change/sustainability campaign we will be  holding… LINK",n,
2018-02-04 03:47:58+00:00,959996929152376832,,,Politics,-0.6969130466461182,denier,female,,not aggressive,"ah...got it, 2018 will be about climate change. that's all the dems have to run on fake science. LINK",n,
2018-02-05 19:16:05+00:00,960592886302756864,-121.89058299999999,37.3361905,Importance of Human Intervantion,0.39355599880218506,believer,male,6.40706,not aggressive,global temperatures could pass limit set by paris climate deal within 5 years LINK LINK,y,
2018-02-08 03:55:30+00:00,961448375244808193,32.581353899999996,0.31771370000000004,Global stance,-0.685919280385971,believer,female,1.4136713,not aggressive,"this is extremely worrying, as consequences are global. will future us governments open their doors to #climate ref… LINK",n,
2018-02-14 21:07:48+00:00,963882492053934080,,,Ideological Positions on Global Warming,-0.7759863481044769,believer,female,,aggressive,the same people who deny science and climate change are going to say ban idiots not guns? yeah i don't think so...,n,
2018-02-16 20:57:04+00:00,964604563633434630,-90.07507000000001,29.95465,Politics,-0.5957060892343521,believer,male,8.60897,aggressive,trump's infrastructure plan may ignore climate change. it could be costly.LINK LINK,y,
2018-02-17 19:16:11+00:00,964941565104803840,,,Importance of Human Intervantion,-0.04124806478023532,believer,male,,not aggressive,rt USER_REF: USER_REF start by firing our minister of climate change USER_REF . that could make a significant dent in co2 emissions. n…,y,
2018-02-19 03:47:09+00:00,965432540948508672,-89.09400000000001,42.27113000000001,Undefined / One Word Hashtags,-0.7613298933267594,believer,male,4.0843735,not aggressive,rt USER_REF: a draft USER_REF #climatechange report contains dire news about the warming of the planet - will be exceedingly difficult to avoi…,n,
2018-02-19 18:03:47+00:00,965648120808902657,,,Importance of Human Intervantion,-0.07782262563705444,believer,male,,not aggressive,"rt USER_REF: if you could have a floating city, it would essentially be a start-up country”. #floatingcities #climatechange #architectu…",n,
2018-02-23 20:13:41+00:00,967130363112902656,,,Undefined / One Word Hashtags,0.48362568914890286,believer,male,,not aggressive,cities aren't going to wait: mayors drive action on climate change - namibia press agency LINK LINK,n,
2018-02-27 22:16:23+00:00,968610792013668352,,,Global stance,0.39505922409621147,believer,female,,aggressive,"rt USER_REF: in a new book, larry goulder examines a range of policy options that the u.s. could enact to combat climate change. LINK",n,
2018-03-03 22:03:21+00:00,970057065908637696,,,Undefined / One Word Hashtags,0.5182429060459137,believer,male,,not aggressive,how could deserts benefit from trees and vegetation?LINK #climatechange #climateaction… LINK,y,
2018-03-06 13:19:39+00:00,971012436060000256,,,Weather Extremes,0.166259494972229,neutral,male,,not aggressive,i could solve this whole global warming thing if i could harness the energy with which i delete forwarded emails from friends...love you.,n,
2018-03-08 08:09:24+00:00,971659131567398912,,,Global stance,0.6536994982242584,believer,male,,not aggressive,rt USER_REF: organic farming's mitigation of climate change could make it more attractive to consumers.#organicforallLINK,y,
2018-03-13 05:11:39+00:00,973426341101019141,,,Importance of Human Intervantion,-0.020198464393615723,neutral,female,,not aggressive,rt USER_REF: ahh..u could have told him how u manage the climate change(elections) in india...after every election u hibernate to withsta…,n,
2018-03-13 10:11:13+00:00,973501728615256064,,,Global stance,-0.2061078024148941,believer,male,,not aggressive,rt USER_REF: no continent will be struck as severely by the impacts of climate change as africa.#respondingtoclimatechange,y,
2018-03-14 21:00:51+00:00,974027602401923072,,,Weather Extremes,0.16615337701903451,believer,male,,aggressive,"USER_REF USER_REF i've always wondered why global warming theorist use words like, could. these species could… LINK",n,
2018-03-24 03:49:31+00:00,977391938943897600,,,Global stance,-0.43944916129112244,believer,female,,aggressive,"USER_REF USER_REF speaking of railways, how about churchill? does it not have a future as a viable port a… LINK",n,
2018-03-31 04:40:46+00:00,979941550296846336,-97.74306000000001,30.26715,Weather Extremes,-0.4021800921201706,believer,female,0.9524464,aggressive,rt USER_REF: people who don't give a damn about williamson saying women should be hanged or stephens denying climate change are going to wa…,n,
2018-04-03 10:25:15+00:00,981115404868190208,,,Global stance,-0.3961609384563234,believer,male,,aggressive,the decision could divide automakers and set the trump administration up for a series of legal battles.… LINK,n,
2018-04-07 11:23:09+00:00,982579528395440128,-75.69811999999997,45.411170000000006,Undefined / One Word Hashtags,0.6590739716291427,neutral,female,-4.998121299999998,not aggressive,warming climate could see butterfly loved by churchill return to uk LINK - #climatechange,y,
2018-04-08 10:53:04+00:00,982934346196594688,,,Weather Extremes,-0.6058807606186185,denier,female,,not aggressive,imagine knowing you were going to fuck the entire planet for profit: #shellknew climate change was going to be big… LINK,n,
2018-04-11 10:40:09+00:00,984018259698692096,,,Weather Extremes,-0.3859756355950326,denier,female,,not aggressive,rt USER_REF: USER_REF soon the narrative will be that there is too much snow and because of global warming we will be entering a new ice…,y,
2018-04-12 20:47:34+00:00,984533508814028800,,,Donald Trump versus Science,-0.554568910765648,believer,male,,aggressive,"USER_REF your view could be that the earth is 6000 years old, climate change is a hoax, and vaccines cause auti… LINK",n,
2018-04-17 21:34:30+00:00,986357256408231942,,,Undefined / One Word Hashtags,0.367881569314003,believer,male,,aggressive,alaskan glaciers melting at rate not seen in 400 years LINK via rawstory #globalwarming unstopp… LINK,n,
2018-04-22 13:00:09+00:00,988039758294257664,,,Global stance,0.16480197012424458,neutral,male,,not aggressive,chapter 27 of the eu ascension negotiations – environment and climate change – will be opened most probably in june LINK,y,
2018-04-28 11:58:59+00:00,990198688604553216,-106.46463399999999,31.775415199999998,Weather Extremes,-0.362122923874855,denier,male,0.7353024,not aggressive,"USER_REF i could buy this, but his lib buddies have everyone focused on the global warming hoax.",n,
2018-05-15 10:41:00+00:00,996339661013504000,,,Seriousness of Gas Emissions,-0.04269817814826965,believer,male,,not aggressive,"to me, this should be the low-hanging fruit,” USER_REF says. but as it turns out, it might be easier stopping… LINK",n,
2018-05-24 20:21:32+00:00,999747245212827648,,,Seriousness of Gas Emissions,-0.3187257222175598,believer,male,,not aggressive,rt USER_REF: curbing global warming could save us$20 trillion LINK,y,
2018-06-01 15:41:39+00:00,1002575915262578693,-76.9382069,39.5162234,Importance of Human Intervantion,-0.1010992762565613,believer,male,2.7447267,not aggressive,marylanders know #climatechange is real and dangerous. the future of md's coastal communities depend on… LINK,y,
2018-06-11 17:07:00+00:00,1006221271380758529,-118.24368000000001,34.05223,Weather Extremes,-0.1244771905660629,believer,male,-3.1268113,aggressive,USER_REF to #bigoil: you're going to hell if you don't go green #climatechange LINK LINK,y,
2018-06-12 13:10:17+00:00,1006524088922370048,,,Undefined / One Word Hashtags,0.610523402428627,believer,female,,not aggressive,"how oman's rocks could save the planetLINK #environment, #climatechange",n,
2018-06-13 17:39:13+00:00,1006954153560637441,-123.13741399999999,49.163168,Undefined / One Word Hashtags,-0.5526768997430801,believer,male,-1.2338744,not aggressive,"rt USER_REF: in south sudan, #climatechange could exacerbate access to safe water, lead to poor sanitation and food insecurity. work…",y,
2018-06-17 05:33:50+00:00,1008221155679879168,,,Donald Trump versus Science,0.5267653168439865,believer,female,,not aggressive,USER_REF what life's going to be like on the last day on earth in 500 years due to runaway global warming?… LINK,y,
2018-07-07 05:11:04+00:00,1015463184281419777,-83.6324,32.84069,Weather Extremes,-0.4486265216827392,believer,male,2.3420513,aggressive,we gotta do something about global warming i can't do this for the rest of my life if it's only going to get hotter,y,
2018-07-07 09:19:17+00:00,1015525650508271618,-0.1276474,51.5073219,Donald Trump versus Science,-0.6211646209478379,believer,male,4.0638494,not aggressive,this frightening story - suggesting global temperature rises due to global warming could be double what climate mod… LINK,y,
2018-08-14 15:51:03+00:00,1029394982480818177,-0.1276474,51.5073219,Global stance,-0.11753148356061993,believer,male,4.0638494,not aggressive,the economic damage from coastal #flooding in #europe could reach almost €1 trillion per year by 2100 without new i… LINK,y,
2018-08-20 07:32:46+00:00,1031443911351435265,,,Weather Extremes,0.5164523794174194,believer,female,,not aggressive,"this is the moment when people start to realise that global warming is not a problem for future generations, but f… LINK",y,
2018-08-22 00:14:08+00:00,1032058300597235713,,,Global stance,-0.535442800116539,believer,female,,not aggressive,one of the saddest things about climate change is that the people that will be affected the most are the ones that… LINK,n,
2018-08-22 14:20:45+00:00,1032271360133918721,-71.05977,42.358430000000006,Global stance,0.06829243943010056,believer,female,2.2066703,not aggressive,"rt USER_REF: we have left the era where we could have largely prevented climate change, and — for all intents and purposes — have lock…",n,
2018-08-24 13:44:26+00:00,1032986996459925505,-121.31106000000001,38.2910251,Importance of Human Intervantion,0.5008019371466204,neutral,female,-4.007341,not aggressive,USER_REF USER_REF i can't wait for the next shandalar expansion pack! i hear it's going to include two… LINK,n,
2018-08-25 04:24:36+00:00,1033208496962134016,,,Undefined / One Word Hashtags,0.41533665359020233,believer,male,,not aggressive,rt USER_REF: #investing for the future of #energy USER_REF LINK #climatechange #lowcarbon #environment #climateac…,n,
2018-08-25 19:48:04+00:00,1033440895394185216,,,Seriousness of Gas Emissions,0.04808255505561829,believer,male,,aggressive,geoengineering efforts that reflect sunlight back into space could help counteract global warming. but internationa… LINK,y,
2018-08-28 02:28:04+00:00,1034266335566426112,,,Seriousness of Gas Emissions,0.05297436785697934,believer,male,,aggressive,geoengineering efforts that reflect sunlight back into space could help counteract global warming. but internationa… LINK,y,
2018-08-30 00:00:47+00:00,1034954046396882944,-79.4163,43.70011,Politics,0.08406381833553314,denier,female,8.552754,not aggressive,"rt USER_REF: 30 years ago, climate researcher james hansen warned the us congress about global warming. his prediction was remarkably a…",n,
2018-08-30 18:00:30+00:00,1035225764541739008,-118.755997,36.7014631,Global stance,0.6981094659696926,believer,female,-1.8408424,not aggressive,"rt USER_REF: new science on the impacts of climate change could finally motivate rich, high-emitting countrie… LINK",n,
2018-09-01 00:13:43+00:00,1035682073531613185,,,Donald Trump versus Science,0.7106515771150589,believer,female,,not aggressive,in 16 years from now trees will be underwater due to global warming and we will be running for our lives. what a am… LINK,y,
2018-09-02 17:02:02+00:00,1036298215962955776,,,Undefined / One Word Hashtags,0.5260342061519623,believer,male,,aggressive,rising ocean waters from #globalwarming could cost trillions of dollars | john abraham LINK w… LINK,y,
2018-09-04 17:33:46+00:00,1037030975014940672,-83.7312291,42.2681569,Importance of Human Intervantion,-0.3368688646986371,believer,male,8.259166,not aggressive,"USER_REF well, i'm glad to see we went from a study, un-replicated, that shows something might be feasible in… LINK",n,
2018-09-06 09:33:23+00:00,1037634857487282176,,,Politics,0.04002514183521272,believer,male,,not aggressive,rt USER_REF: apparently the robots are going to get us before climate change does LINK,y,
2018-09-09 05:17:26+00:00,1038657609509875713,,,Politics,0.6712390643119812,believer,female,,not aggressive,"rt USER_REF: asking questions lets the candidates know we care about climate change, and that it will be a top issue for moms when we…",y,
2018-09-12 17:39:58+00:00,1039931639630114816,-101.0422954,52.085039699999996,Donald Trump versus Science,-0.3027055797100067,denier,male,0.8743726999999999,not aggressive,USER_REF the scientists that were paying attention to climate change were predicting storms like florence 30 years ago......,n,
2018-09-15 18:18:03+00:00,1041028385856806914,,,Global stance,-0.5907731383800506,believer,male,,aggressive,caribbean states beg trump to grasp climate change threat: 'war has come to us' LINK predict t… LINK,n,
2018-09-18 07:08:58+00:00,1041947171149373441,,,Politics,-0.7619500627517701,believer,male,,aggressive,"USER_REF they think that the climate changes are going to stop because they ignore them. in your corner,… LINK",y,
2018-09-20 07:52:51+00:00,1042682989602394112,,,Undefined / One Word Hashtags,0.7024902719418208,believer,male,,not aggressive,rt USER_REF: 7 amazing facts to understand modern  day china#innovation #science #tech #space #climatechange #ev #future #ai #ro…,n,
2018-09-22 20:01:45+00:00,1043591197808197633,,,Importance of Human Intervantion,-0.650649161696434,believer,male,,aggressive,"harper was a rabid climate denier, and they're going to use his targets? what's going on? i think mckenna should re… LINK",n,
2018-09-24 18:23:15+00:00,1044291186293440512,46.72185,24.687730000000002,Importance of Human Intervantion,0.5408008865356446,believer,male,1.9508165,not aggressive,combating #climatechange through #renewableenergy could raise #opportunities for growing the global demand for rele… LINK,y,
2018-09-25 13:30:32+00:00,1044579907702018048,,,Politics,-0.2990787566423416,believer,male,,aggressive,"rt USER_REF: why the costs of climate change might be higher than you think, especially for libertarians: LINK",y,
2018-09-25 16:23:02+00:00,1044623319524421648,,,Global stance,-0.03021096474329632,believer,male,,not aggressive,i just discussed #hurricaneflorence and climate change on USER_REF. it is likely that hurricanes will become somew… LINK,y,
2018-10-02 16:49:05+00:00,1047166592868605958,-1.2649062,52.5310214,Importance of Human Intervantion,0.09258030245304108,neutral,male,4.8523903,not aggressive,USER_REF USER_REF hey USER_REF. please tell me you're planning future business scenarios that meet the 1.5degrees… LINK,n,
2018-10-06 08:51:23+00:00,1048495925092540417,138.59863,-34.92866,Global stance,0.13862610926628113,believer,male,-1.0565948,aggressive,"USER_REF seriously it's great you love sport, but is there a chance you could actually write about importan… LINK",n,
2018-10-08 15:08:30+00:00,1049315607647309824,,,Global stance,-0.18274579654534662,believer,female,,aggressive,rt USER_REF: we're never going to be able to address climate change during the current international struggle against fascist kleptoc…,n,
2018-10-08 17:23:09+00:00,1049349492615643143,-1.9767685243941964,52.990056599999996,Politics,-0.4836284369230271,believer,male,4.8523903,not aggressive,USER_REF USER_REF USER_REF USER_REF i presume that will be so they can be ripped apart by the people who do… LINK,n,
2018-10-09 17:10:04+00:00,1049708586912235526,,,Weather Extremes,0.28952731244564056,neutral,female,,not aggressive,USER_REF oh nah democrip to the day i die! (which will be soon thanks to global warming),y,
2018-10-10 21:25:00+00:00,1050135131992875008,,,Importance of Human Intervantion,-0.01651272458689554,believer,male,,aggressive,USER_REF report got you worried? here's 2 good things for the price of one that you could do right now to help comb… LINK,n,
2018-10-11 00:00:02+00:00,1050174144975958016,,,Undefined / One Word Hashtags,0.31725786990324656,believer,male,,not aggressive,does the latest ipcc report on #climatechange have you worried about the future? then join ccl in dc this november… LINK,n,
2018-10-17 06:30:50+00:00,1052446820381720581,-0.1276474,51.5073219,Donald Trump versus Science,-0.5947298204898834,neutral,male,4.0638494,not aggressive,this might prick up a few ears. #beer #climatechange LINK,n,
2018-10-17 19:50:24+00:00,1052648039687614464,,,Importance of Human Intervantion,-0.5009041054487229,believer,female,,not aggressive,"pffft i dare say i, a failing highschool student, could tell you a million more things about climate change plus th… LINK",n,
2018-10-21 00:12:00+00:00,1053801035817398273,,,Global stance,-0.04229256202379862,believer,male,,aggressive,sure an individual's lifestyle could never change the impact 100 corporations have on climate change but that's no… LINK,n,
2018-10-22 14:01:03+00:00,1054372061156651010,,,Global stance,-0.3401308069229126,believer,male,,not aggressive,climate change could threaten the world's #beer supply. do you care about global warming now? #scicomm… LINK,y,
2018-11-27 23:22:07+00:00,1067559223838441472,,,Seriousness of Gas Emissions,-0.5013355254252752,believer,female,,aggressive,the intergovernmental panel on climate change (ipcc) asserts that limiting global warming to 1.5˚c could avert the… LINK,y,
2018-11-28 14:05:15+00:00,1067781468989079552,,,Politics,0.5716472759485245,believer,male,,not aggressive,rt USER_REF: noah rothman's unmatched confidence in a future generation's ability to unfuck climate change doesn't seem to take int…,n,
2018-12-01 18:58:47+00:00,1068942504278573057,,,Weather Extremes,-0.49780453440348305,believer,male,,not aggressive,rt USER_REF: pretty soon the only climate change deniers left will be tin foil hat conspiracy theorists and chemtrail wackos (plus a certain…,y,
2018-12-04 12:28:46+00:00,1069931514257858560,,,Global stance,-0.12526540467398506,believer,male,,not aggressive,USER_REF good news is they won't be in charge in 2020 or 2021.   i think it is already tooooo late to fix clim… LINK,n,
2018-12-04 22:46:36+00:00,1070087000827551744,-2.0,54.0,Weather Extremes,-0.47718165204171786,denier,male,5.1385045,not aggressive,rt USER_REF: it will be a tough winter because global warming turned out to be a complete lie. #bbcnews,y,
2018-12-06 03:49:03+00:00,1070525502769823745,,,Global stance,0.5223875788211823,believer,male,,not aggressive,विज्ञानं स्पेक्ट्रमी : tackling climate change could save millions of liv... LINK,y,
2018-12-07 15:51:57+00:00,1071069813903122432,,,Importance of Human Intervantion,0.48184184832572935,believer,male,,not aggressive,if we unified and followed the plan we could end all the disparity in the world  reverse climate change in 5 years.,y,
2018-12-08 22:58:11+00:00,1071539463648632834,,,Global stance,0.6136264036655426,neutral,male,,not aggressive,rt USER_REF: what i love about current climate change policy is the idea that the people selling it are going to be living any different…,y,
2018-12-09 22:13:39+00:00,1071890644703109120,,,Global stance,0.03454984707832337,believer,male,,not aggressive,one way could be to inform people of the risk of climate change and also inform the general public of climate change. #climateandenergy,n,
2018-12-13 17:25:16+00:00,1073267621661954048,,,Global stance,0.4861674159765243,believer,male,,not aggressive,this guy is spot on re climate change. i'll just refer to him in all future discussions. LINK,n,
2018-12-13 19:24:38+00:00,1073297663083405314,-81.87230840000002,26.640628000000007,Seriousness of Gas Emissions,-0.32530748846530916,neutral,male,0.407566,aggressive,obama met with the noaa chief about global warming an estimated 50 times in 8 years. number of times that trump has… LINK,n,
2018-12-14 11:42:44+00:00,1073543810809032704,,,Importance of Human Intervantion,0.49848217556476593,believer,male,,not aggressive,"today ends #cop24, the USER_REF conference with the aim that all the #european countries could become carbon neutral… LINK",y,
2018-12-14 14:52:47+00:00,1073591636297437184,-0.1276474,51.5073219,Global stance,-0.5974165765020583,believer,female,4.0638494,not aggressive,this is going to get bigger and bigger... i am fortunate enough (thus far) to have barely been directly affected by… LINK,n,
2018-12-23 14:03:27+00:00,1076840714439409665,,,Donald Trump versus Science,-0.2748079852319899,believer,male,,aggressive,"most rhetoric around global warming is ridiculous, and completely at odds with our best scientific predictions. tha… LINK",n,
2018-12-23 18:54:27+00:00,1076913946928529409,,,Politics,0.13752996898757086,believer,male,,aggressive,USER_REF USER_REF sheer claims to be working towards a better future for future generations but also denies cli… LINK,n,
2018-12-26 10:13:33+00:00,1077870021995573248,,,Impact of Resource Overconsumption,0.6109004347085953,believer,female,,not aggressive,in 50 years from now aliens will be underwater due to global warming and we will be full of contempt. what a deligh… LINK,y,
2018-12-28 11:13:40+00:00,1078609924165455872,,,Undefined / One Word Hashtags,0.47964480519294744,believer,male,,not aggressive,#climatechange on pourrait prendre une énorme calotte v/⁦USER_REF⁩ #future #planet #ecology  LINK,n,
2018-12-29 10:10:08+00:00,1078956323319046144,,,Global stance,-0.3796588534082685,believer,male,,not aggressive,USER_REF USER_REF USER_REF they have made conclusions on whether climate change will be advantageous or not… LINK,n,
2018-12-29 13:21:30+00:00,1079004483986829314,,,Significance of Pollution Awareness Events,-0.4757725843565805,neutral,male,,not aggressive,USER_REF USER_REF USER_REF it's obvious dems aren't going to do one fking thing to address clima… LINK,y,
2018-12-30 15:19:47+00:00,1079396639427739653,,,Ideological Positions on Global Warming,-0.14441355898380276,believer,male,,aggressive,"rt USER_REF: systemic racism exists along with homophobia and voter suppression, global warming is going to kill us all, people are working…",y,
2018-12-30 18:02:17+00:00,1079437534785093632,-122.26052000000001,37.507160000000006,Global stance,-0.4026004374027252,believer,female,-3.5773523000000003,not aggressive,"rt USER_REF: we're not going to debate climate change, the existence of it... human activity is a major cause, period. we're not going…",n,
2019-01-02 21:30:13+00:00,1080577023423197203,-118.24368000000001,34.05223,Undefined / One Word Hashtags,0.4482898414134979,believer,male,-3.1268113,not aggressive,a look into our #climatechange history for the sake of our #future. LINK,n,
2019-01-07 22:30:13+00:00,1082404065282347008,,,Weather Extremes,-0.1867351664304733,believer,male,,not aggressive,i will be real global warming scares the shit outta me cuz my home countries could disappear and i would never be able to see them again,y,
2019-01-07 23:55:04+00:00,1082425416600686592,-1.2649062,52.5310214,Global stance,0.1803004592657089,denier,male,4.8523903,aggressive,rt USER_REF: mit climatologist richard lindzen: the current climate change scare will be remembered as the greatest mass delusion in the hi…,y,
2019-02-08 00:00:46+00:00,1093660875704156160,-73.66524509999998,43.3618532,Politics,0.1987549776315689,believer,female,4.711087,not aggressive,"USER_REF i could argue the other side, but even if there is no such thing as climate change conserving resourc… LINK",n,
2019-04-19 22:22:36+00:00,1119365708893151232,,,Undefined / One Word Hashtags,0.6749272267103196,believer,male,,not aggressive,"brilliant, frightening, powerful #climatechange #future #savetheplanet LINK",n,
